train: n=512 dim=52 alpha_eff=3.91e-04 lam=0.7 eps 0.15->0.02
start eval: 97.5% vs random
  [A-vs-random] game 24325/40000 (total 24325)
  [A-vs-random] game 24350/40000 (total 24350)
  [A-vs-random] game 24375/40000 (total 24375)
  [A-vs-random] game 24400/40000 (total 24400)
  [A-vs-random] game 24425/40000 (total 24425)
  [A-vs-random] game 24450/40000 (total 24450)
  [A-vs-random] game 24475/40000 (total 24475)
  [A-vs-random] game 24500/40000 (total 24500)
  [A-vs-random] game 24525/40000 (total 24525)
  [A-vs-random] game 24550/40000 (total 24550)
  [A-vs-random] game 24575/40000 (total 24575)
  [A-vs-random] game 24600/40000 (total 24600)
  [A-vs-random] game 24625/40000 (total 24625)
  [A-vs-random] game 24650/40000 (total 24650)
  [A-vs-random] game 24675/40000 (total 24675)
  [A-vs-random] game 24700/40000 (total 24700)
  [A-vs-random] game 24725/40000 (total 24725)
  [A-vs-random] game 24750/40000 (total 24750)
  [A-vs-random] game 24775/40000 (total 24775)
  [A-vs-random] game 24800/40000 (total 24800)
  [A-vs-random] game 24825/40000 (total 24825)
  [A-vs-random] game 24850/40000 (total 24850)
  [A-vs-random] game 24875/40000 (total 24875)
  [A-vs-random] game 24900/40000 (total 24900)
  [A-vs-random] game 24925/40000 (total 24925)
  [A-vs-random] game 24950/40000 (total 24950)
  [A-vs-random] game 24975/40000 (total 24975)
  [A-vs-random] game 25000/40000 (total 25000)
  [A-vs-random] game 25025/40000 (total 25025)
  [A-vs-random] game 25050/40000 (total 25050)
  [A-vs-random] game 25075/40000 (total 25075)
  [A-vs-random] game 25100/40000 (total 25100)
  [A-vs-random] game 25125/40000 (total 25125)
  [A-vs-random] game 25150/40000 (total 25150)
  [A-vs-random] game 25175/40000 (total 25175)
  [A-vs-random] game 25200/40000 (total 25200)
  [A-vs-random] game 25225/40000 (total 25225)
  [A-vs-random] game 25250/40000 (total 25250)
  [A-vs-random] game 25275/40000 (total 25275)
  [A-vs-random] game 25300/40000 (total 25300)
  [A-vs-random] game 25325/40000 (total 25325)
  [A-vs-random] game 25350/40000 (total 25350)
  [A-vs-random] game 25375/40000 (total 25375)
  [A-vs-random] game 25400/40000 (total 25400)
  [A-vs-random] game 25425/40000 (total 25425)
  [A-vs-random] game 25450/40000 (total 25450)
  [A-vs-random] game 25475/40000 (total 25475)
  [A-vs-random] game 25500/40000 (total 25500)
  [A-vs-random] game 25525/40000 (total 25525)
  [A-vs-random] game 25550/40000 (total 25550)
  [A-vs-random] game 25575/40000 (total 25575)
  [A-vs-random] game 25600/40000 (total 25600)
  [A-vs-random] game 25625/40000 (total 25625)
  [A-vs-random] game 25650/40000 (total 25650)
  [A-vs-random] game 25675/40000 (total 25675)
  [A-vs-random] game 25700/40000 (total 25700)
  [A-vs-random] game 25725/40000 (total 25725)
  [A-vs-random] game 25750/40000 (total 25750)
  [A-vs-random] game 25775/40000 (total 25775)
  [A-vs-random] game 25800/40000 (total 25800)
  [A-vs-random] game 25825/40000 (total 25825)
  [A-vs-random] game 25850/40000 (total 25850)
  [A-vs-random] game 25875/40000 (total 25875)
  [A-vs-random] game 25900/40000 (total 25900)
  [A-vs-random] game 25925/40000 (total 25925)
  [A-vs-random] game 25950/40000 (total 25950)
  [A-vs-random] game 25975/40000 (total 25975)
  [A-vs-random] game 26000/40000 (total 26000)
  eval@26000: 100.0% vs random
  [A-vs-random] game 26025/40000 (total 26025)
  [A-vs-random] game 26050/40000 (total 26050)
  [A-vs-random] game 26075/40000 (total 26075)
  [A-vs-random] game 26100/40000 (total 26100)
  [A-vs-random] game 26125/40000 (total 26125)
  [A-vs-random] game 26150/40000 (total 26150)
  [A-vs-random] game 26175/40000 (total 26175)
  [A-vs-random] game 26200/40000 (total 26200)
  [A-vs-random] game 26225/40000 (total 26225)
  [A-vs-random] game 26250/40000 (total 26250)
  [A-vs-random] game 26275/40000 (total 26275)
  [A-vs-random] game 26300/40000 (total 26300)
  [A-vs-random] game 26325/40000 (total 26325)
  [A-vs-random] game 26350/40000 (total 26350)
  [A-vs-random] game 26375/40000 (total 26375)
  [A-vs-random] game 26400/40000 (total 26400)
  [A-vs-random] game 26425/40000 (total 26425)
  [A-vs-random] game 26450/40000 (total 26450)
  [A-vs-random] game 26475/40000 (total 26475)
  [A-vs-random] game 26500/40000 (total 26500)
  [A-vs-random] game 26525/40000 (total 26525)
  [A-vs-random] game 26550/40000 (total 26550)
  [A-vs-random] game 26575/40000 (total 26575)
  [A-vs-random] game 26600/40000 (total 26600)
  [A-vs-random] game 26625/40000 (total 26625)
  [A-vs-random] game 26650/40000 (total 26650)
  [A-vs-random] game 26675/40000 (total 26675)
  [A-vs-random] game 26700/40000 (total 26700)
  [A-vs-random] game 26725/40000 (total 26725)
  [A-vs-random] game 26750/40000 (total 26750)
  [A-vs-random] game 26775/40000 (total 26775)
  [A-vs-random] game 26800/40000 (total 26800)
  [A-vs-random] game 26825/40000 (total 26825)
  [A-vs-random] game 26850/40000 (total 26850)
  [A-vs-random] game 26875/40000 (total 26875)
  [A-vs-random] game 26900/40000 (total 26900)
  [A-vs-random] game 26925/40000 (total 26925)
  [A-vs-random] game 26950/40000 (total 26950)
  [A-vs-random] game 26975/40000 (total 26975)
  [A-vs-random] game 27000/40000 (total 27000)
  [A-vs-random] game 27025/40000 (total 27025)
  [A-vs-random] game 27050/40000 (total 27050)
  [A-vs-random] game 27075/40000 (total 27075)
  [A-vs-random] game 27100/40000 (total 27100)
  [A-vs-random] game 27125/40000 (total 27125)
  [A-vs-random] game 27150/40000 (total 27150)
  [A-vs-random] game 27175/40000 (total 27175)
  [A-vs-random] game 27200/40000 (total 27200)
  [A-vs-random] game 27225/40000 (total 27225)
  [A-vs-random] game 27250/40000 (total 27250)
  [A-vs-random] game 27275/40000 (total 27275)
  [A-vs-random] game 27300/40000 (total 27300)
  [A-vs-random] game 27325/40000 (total 27325)
  [A-vs-random] game 27350/40000 (total 27350)
  [A-vs-random] game 27375/40000 (total 27375)
  [A-vs-random] game 27400/40000 (total 27400)
  [A-vs-random] game 27425/40000 (total 27425)
  [A-vs-random] game 27450/40000 (total 27450)
  [A-vs-random] game 27475/40000 (total 27475)
  [A-vs-random] game 27500/40000 (total 27500)
  [A-vs-random] game 27525/40000 (total 27525)
  [A-vs-random] game 27550/40000 (total 27550)
  [A-vs-random] game 27575/40000 (total 27575)
  [A-vs-random] game 27600/40000 (total 27600)
  [A-vs-random] game 27625/40000 (total 27625)
  [A-vs-random] game 27650/40000 (total 27650)
  [A-vs-random] game 27675/40000 (total 27675)
  [A-vs-random] game 27700/40000 (total 27700)
  [A-vs-random] game 27725/40000 (total 27725)
  [A-vs-random] game 27750/40000 (total 27750)
  [A-vs-random] game 27775/40000 (total 27775)
  [A-vs-random] game 27800/40000 (total 27800)
  [A-vs-random] game 27825/40000 (total 27825)
  [A-vs-random] game 27850/40000 (total 27850)
  [A-vs-random] game 27875/40000 (total 27875)
  [A-vs-random] game 27900/40000 (total 27900)
  [A-vs-random] game 27925/40000 (total 27925)
  [A-vs-random] game 27950/40000 (total 27950)
  [A-vs-random] game 27975/40000 (total 27975)
  [A-vs-random] game 28000/40000 (total 28000)
  eval@28000: 95.0% vs random
  [A-vs-random] game 28025/40000 (total 28025)
  [A-vs-random] game 28050/40000 (total 28050)
  [A-vs-random] game 28075/40000 (total 28075)
  [A-vs-random] game 28100/40000 (total 28100)
  [A-vs-random] game 28125/40000 (total 28125)
  [A-vs-random] game 28150/40000 (total 28150)
  [A-vs-random] game 28175/40000 (total 28175)
  [A-vs-random] game 28200/40000 (total 28200)
  [A-vs-random] game 28225/40000 (total 28225)
  [A-vs-random] game 28250/40000 (total 28250)
  [A-vs-random] game 28275/40000 (total 28275)
  [A-vs-random] game 28300/40000 (total 28300)
  [A-vs-random] game 28325/40000 (total 28325)
  [A-vs-random] game 28350/40000 (total 28350)
  [A-vs-random] game 28375/40000 (total 28375)
  [A-vs-random] game 28400/40000 (total 28400)
  [A-vs-random] game 28425/40000 (total 28425)
  [A-vs-random] game 28450/40000 (total 28450)
  [A-vs-random] game 28475/40000 (total 28475)
  [A-vs-random] game 28500/40000 (total 28500)
  [A-vs-random] game 28525/40000 (total 28525)
  [A-vs-random] game 28550/40000 (total 28550)
  [A-vs-random] game 28575/40000 (total 28575)
  [A-vs-random] game 28600/40000 (total 28600)
  [A-vs-random] game 28625/40000 (total 28625)
  [A-vs-random] game 28650/40000 (total 28650)
  [A-vs-random] game 28675/40000 (total 28675)
  [A-vs-random] game 28700/40000 (total 28700)
  [A-vs-random] game 28725/40000 (total 28725)
  [A-vs-random] game 28750/40000 (total 28750)
  [A-vs-random] game 28775/40000 (total 28775)
  [A-vs-random] game 28800/40000 (total 28800)
  [A-vs-random] game 28825/40000 (total 28825)
  [A-vs-random] game 28850/40000 (total 28850)
  [A-vs-random] game 28875/40000 (total 28875)
  [A-vs-random] game 28900/40000 (total 28900)
  [A-vs-random] game 28925/40000 (total 28925)
  [A-vs-random] game 28950/40000 (total 28950)
  [A-vs-random] game 28975/40000 (total 28975)
  [A-vs-random] game 29000/40000 (total 29000)
  [A-vs-random] game 29025/40000 (total 29025)
  [A-vs-random] game 29050/40000 (total 29050)
  [A-vs-random] game 29075/40000 (total 29075)
  [A-vs-random] game 29100/40000 (total 29100)
  [A-vs-random] game 29125/40000 (total 29125)
  [A-vs-random] game 29150/40000 (total 29150)
  [A-vs-random] game 29175/40000 (total 29175)
  [A-vs-random] game 29200/40000 (total 29200)
  [A-vs-random] game 29225/40000 (total 29225)
  [A-vs-random] game 29250/40000 (total 29250)
  [A-vs-random] game 29275/40000 (total 29275)
  [A-vs-random] game 29300/40000 (total 29300)
  [A-vs-random] game 29325/40000 (total 29325)
  [A-vs-random] game 29350/40000 (total 29350)
  [A-vs-random] game 29375/40000 (total 29375)
  [A-vs-random] game 29400/40000 (total 29400)
  [A-vs-random] game 29425/40000 (total 29425)
  [A-vs-random] game 29450/40000 (total 29450)
  [A-vs-random] game 29475/40000 (total 29475)
  [A-vs-random] game 29500/40000 (total 29500)
  [A-vs-random] game 29525/40000 (total 29525)
  [A-vs-random] game 29550/40000 (total 29550)
  [A-vs-random] game 29575/40000 (total 29575)
  [A-vs-random] game 29600/40000 (total 29600)
  [A-vs-random] game 29625/40000 (total 29625)
  [A-vs-random] game 29650/40000 (total 29650)
  [A-vs-random] game 29675/40000 (total 29675)
  [A-vs-random] game 29700/40000 (total 29700)
  [A-vs-random] game 29725/40000 (total 29725)
  [A-vs-random] game 29750/40000 (total 29750)
  [A-vs-random] game 29775/40000 (total 29775)
  [A-vs-random] game 29800/40000 (total 29800)
  [A-vs-random] game 29825/40000 (total 29825)
  [A-vs-random] game 29850/40000 (total 29850)
  [A-vs-random] game 29875/40000 (total 29875)
  [A-vs-random] game 29900/40000 (total 29900)
  [A-vs-random] game 29925/40000 (total 29925)
  [A-vs-random] game 29950/40000 (total 29950)
  [A-vs-random] game 29975/40000 (total 29975)
  [A-vs-random] game 30000/40000 (total 30000)
  eval@30000: 100.0% vs random
  [A-vs-random] game 30025/40000 (total 30025)
  [A-vs-random] game 30050/40000 (total 30050)
  [A-vs-random] game 30075/40000 (total 30075)
  [A-vs-random] game 30100/40000 (total 30100)
  [A-vs-random] game 30125/40000 (total 30125)
  [A-vs-random] game 30150/40000 (total 30150)
  [A-vs-random] game 30175/40000 (total 30175)
  [A-vs-random] game 30200/40000 (total 30200)
  [A-vs-random] game 30225/40000 (total 30225)
  [A-vs-random] game 30250/40000 (total 30250)
  [A-vs-random] game 30275/40000 (total 30275)
  [A-vs-random] game 30300/40000 (total 30300)
  [A-vs-random] game 30325/40000 (total 30325)
  [A-vs-random] game 30350/40000 (total 30350)
  [A-vs-random] game 30375/40000 (total 30375)
  [A-vs-random] game 30400/40000 (total 30400)
  [A-vs-random] game 30425/40000 (total 30425)
  [A-vs-random] game 30450/40000 (total 30450)
  [A-vs-random] game 30475/40000 (total 30475)
  [A-vs-random] game 30500/40000 (total 30500)
  [A-vs-random] game 30525/40000 (total 30525)
  [A-vs-random] game 30550/40000 (total 30550)
  [A-vs-random] game 30575/40000 (total 30575)
  [A-vs-random] game 30600/40000 (total 30600)
  [A-vs-random] game 30625/40000 (total 30625)
  [A-vs-random] game 30650/40000 (total 30650)
  [A-vs-random] game 30675/40000 (total 30675)
  [A-vs-random] game 30700/40000 (total 30700)
  [A-vs-random] game 30725/40000 (total 30725)
  [A-vs-random] game 30750/40000 (total 30750)
  [A-vs-random] game 30775/40000 (total 30775)
  [A-vs-random] game 30800/40000 (total 30800)
  [A-vs-random] game 30825/40000 (total 30825)
  [A-vs-random] game 30850/40000 (total 30850)
  [A-vs-random] game 30875/40000 (total 30875)
  [A-vs-random] game 30900/40000 (total 30900)
  [A-vs-random] game 30925/40000 (total 30925)
  [A-vs-random] game 30950/40000 (total 30950)
  [A-vs-random] game 30975/40000 (total 30975)
  [A-vs-random] game 31000/40000 (total 31000)
  [A-vs-random] game 31025/40000 (total 31025)
  [A-vs-random] game 31050/40000 (total 31050)
  [A-vs-random] game 31075/40000 (total 31075)
  [A-vs-random] game 31100/40000 (total 31100)
  [A-vs-random] game 31125/40000 (total 31125)
  [A-vs-random] game 31150/40000 (total 31150)
  [A-vs-random] game 31175/40000 (total 31175)
  [A-vs-random] game 31200/40000 (total 31200)
  [A-vs-random] game 31225/40000 (total 31225)
  [A-vs-random] game 31250/40000 (total 31250)
  [A-vs-random] game 31275/40000 (total 31275)
  [A-vs-random] game 31300/40000 (total 31300)
  [A-vs-random] game 31325/40000 (total 31325)
  [A-vs-random] game 31350/40000 (total 31350)
  [A-vs-random] game 31375/40000 (total 31375)
  [A-vs-random] game 31400/40000 (total 31400)
  [A-vs-random] game 31425/40000 (total 31425)
  [A-vs-random] game 31450/40000 (total 31450)
  [A-vs-random] game 31475/40000 (total 31475)
  [A-vs-random] game 31500/40000 (total 31500)
  [A-vs-random] game 31525/40000 (total 31525)
  [A-vs-random] game 31550/40000 (total 31550)
  [A-vs-random] game 31575/40000 (total 31575)
  [A-vs-random] game 31600/40000 (total 31600)
  [A-vs-random] game 31625/40000 (total 31625)
  [A-vs-random] game 31650/40000 (total 31650)
  [A-vs-random] game 31675/40000 (total 31675)
  [A-vs-random] game 31700/40000 (total 31700)
  [A-vs-random] game 31725/40000 (total 31725)
  [A-vs-random] game 31750/40000 (total 31750)
  [A-vs-random] game 31775/40000 (total 31775)
  [A-vs-random] game 31800/40000 (total 31800)
  [A-vs-random] game 31825/40000 (total 31825)
  [A-vs-random] game 31850/40000 (total 31850)
  [A-vs-random] game 31875/40000 (total 31875)
  [A-vs-random] game 31900/40000 (total 31900)
  [A-vs-random] game 31925/40000 (total 31925)
  [A-vs-random] game 31950/40000 (total 31950)
  [A-vs-random] game 31975/40000 (total 31975)
  [A-vs-random] game 32000/40000 (total 32000)
  eval@32000: 97.5% vs random
  [A-vs-random] game 32025/40000 (total 32025)
  [A-vs-random] game 32050/40000 (total 32050)
  [A-vs-random] game 32075/40000 (total 32075)
  [A-vs-random] game 32100/40000 (total 32100)
  [A-vs-random] game 32125/40000 (total 32125)
  [A-vs-random] game 32150/40000 (total 32150)
  [A-vs-random] game 32175/40000 (total 32175)
  [A-vs-random] game 32200/40000 (total 32200)
  [A-vs-random] game 32225/40000 (total 32225)
  [A-vs-random] game 32250/40000 (total 32250)
  [A-vs-random] game 32275/40000 (total 32275)
  [A-vs-random] game 32300/40000 (total 32300)
  [A-vs-random] game 32325/40000 (total 32325)
  [A-vs-random] game 32350/40000 (total 32350)
  [A-vs-random] game 32375/40000 (total 32375)
  [A-vs-random] game 32400/40000 (total 32400)
  [A-vs-random] game 32425/40000 (total 32425)
  [A-vs-random] game 32450/40000 (total 32450)
  [A-vs-random] game 32475/40000 (total 32475)
  [A-vs-random] game 32500/40000 (total 32500)
  [A-vs-random] game 32525/40000 (total 32525)
  [A-vs-random] game 32550/40000 (total 32550)
  [A-vs-random] game 32575/40000 (total 32575)
  [A-vs-random] game 32600/40000 (total 32600)
  [A-vs-random] game 32625/40000 (total 32625)
  [A-vs-random] game 32650/40000 (total 32650)
  [A-vs-random] game 32675/40000 (total 32675)
  [A-vs-random] game 32700/40000 (total 32700)
  [A-vs-random] game 32725/40000 (total 32725)
  [A-vs-random] game 32750/40000 (total 32750)
  [A-vs-random] game 32775/40000 (total 32775)
  [A-vs-random] game 32800/40000 (total 32800)
  [A-vs-random] game 32825/40000 (total 32825)
  [A-vs-random] game 32850/40000 (total 32850)
  [A-vs-random] game 32875/40000 (total 32875)
  [A-vs-random] game 32900/40000 (total 32900)
  [A-vs-random] game 32925/40000 (total 32925)
  [A-vs-random] game 32950/40000 (total 32950)
  [A-vs-random] game 32975/40000 (total 32975)
  [A-vs-random] game 33000/40000 (total 33000)
  [A-vs-random] game 33025/40000 (total 33025)
  [A-vs-random] game 33050/40000 (total 33050)
  [A-vs-random] game 33075/40000 (total 33075)
  [A-vs-random] game 33100/40000 (total 33100)
  [A-vs-random] game 33125/40000 (total 33125)
  [A-vs-random] game 33150/40000 (total 33150)
  [A-vs-random] game 33175/40000 (total 33175)
  [A-vs-random] game 33200/40000 (total 33200)
  [A-vs-random] game 33225/40000 (total 33225)
  [A-vs-random] game 33250/40000 (total 33250)
  [A-vs-random] game 33275/40000 (total 33275)
  [A-vs-random] game 33300/40000 (total 33300)
  [A-vs-random] game 33325/40000 (total 33325)
  [A-vs-random] game 33350/40000 (total 33350)
  [A-vs-random] game 33375/40000 (total 33375)
  [A-vs-random] game 33400/40000 (total 33400)
  [A-vs-random] game 33425/40000 (total 33425)
  [A-vs-random] game 33450/40000 (total 33450)
  [A-vs-random] game 33475/40000 (total 33475)
  [A-vs-random] game 33500/40000 (total 33500)
  [A-vs-random] game 33525/40000 (total 33525)
  [A-vs-random] game 33550/40000 (total 33550)
  [A-vs-random] game 33575/40000 (total 33575)
  [A-vs-random] game 33600/40000 (total 33600)
  [A-vs-random] game 33625/40000 (total 33625)
  [A-vs-random] game 33650/40000 (total 33650)
  [A-vs-random] game 33675/40000 (total 33675)
  [A-vs-random] game 33700/40000 (total 33700)
  [A-vs-random] game 33725/40000 (total 33725)
  [A-vs-random] game 33750/40000 (total 33750)
  [A-vs-random] game 33775/40000 (total 33775)
  [A-vs-random] game 33800/40000 (total 33800)
  [A-vs-random] game 33825/40000 (total 33825)
  [A-vs-random] game 33850/40000 (total 33850)
  [A-vs-random] game 33875/40000 (total 33875)
  [A-vs-random] game 33900/40000 (total 33900)
  [A-vs-random] game 33925/40000 (total 33925)
  [A-vs-random] game 33950/40000 (total 33950)
  [A-vs-random] game 33975/40000 (total 33975)
  [A-vs-random] game 34000/40000 (total 34000)
  eval@34000: 97.5% vs random
  [A-vs-random] game 34025/40000 (total 34025)
  [A-vs-random] game 34050/40000 (total 34050)
  [A-vs-random] game 34075/40000 (total 34075)
  [A-vs-random] game 34100/40000 (total 34100)
  [A-vs-random] game 34125/40000 (total 34125)
  [A-vs-random] game 34150/40000 (total 34150)
  [A-vs-random] game 34175/40000 (total 34175)
  [A-vs-random] game 34200/40000 (total 34200)
  [A-vs-random] game 34225/40000 (total 34225)
  [A-vs-random] game 34250/40000 (total 34250)
  [A-vs-random] game 34275/40000 (total 34275)
  [A-vs-random] game 34300/40000 (total 34300)
  [A-vs-random] game 34325/40000 (total 34325)
  [A-vs-random] game 34350/40000 (total 34350)
  [A-vs-random] game 34375/40000 (total 34375)
  [A-vs-random] game 34400/40000 (total 34400)
  [A-vs-random] game 34425/40000 (total 34425)
  [A-vs-random] game 34450/40000 (total 34450)
  [A-vs-random] game 34475/40000 (total 34475)
  [A-vs-random] game 34500/40000 (total 34500)
  [A-vs-random] game 34525/40000 (total 34525)
  [A-vs-random] game 34550/40000 (total 34550)
  [A-vs-random] game 34575/40000 (total 34575)
  [A-vs-random] game 34600/40000 (total 34600)
  [A-vs-random] game 34625/40000 (total 34625)
  [A-vs-random] game 34650/40000 (total 34650)
  [A-vs-random] game 34675/40000 (total 34675)
  [A-vs-random] game 34700/40000 (total 34700)
  [A-vs-random] game 34725/40000 (total 34725)
  [A-vs-random] game 34750/40000 (total 34750)
  [A-vs-random] game 34775/40000 (total 34775)
  [A-vs-random] game 34800/40000 (total 34800)
  [A-vs-random] game 34825/40000 (total 34825)
  [A-vs-random] game 34850/40000 (total 34850)
  [A-vs-random] game 34875/40000 (total 34875)
  [A-vs-random] game 34900/40000 (total 34900)
  [A-vs-random] game 34925/40000 (total 34925)
  [A-vs-random] game 34950/40000 (total 34950)
  [A-vs-random] game 34975/40000 (total 34975)
  [A-vs-random] game 35000/40000 (total 35000)
  [A-vs-random] game 35025/40000 (total 35025)
  [A-vs-random] game 35050/40000 (total 35050)
  [A-vs-random] game 35075/40000 (total 35075)
  [A-vs-random] game 35100/40000 (total 35100)
  [A-vs-random] game 35125/40000 (total 35125)
  [A-vs-random] game 35150/40000 (total 35150)
  [A-vs-random] game 35175/40000 (total 35175)
  [A-vs-random] game 35200/40000 (total 35200)
  [A-vs-random] game 35225/40000 (total 35225)
  [A-vs-random] game 35250/40000 (total 35250)
  [A-vs-random] game 35275/40000 (total 35275)
  [A-vs-random] game 35300/40000 (total 35300)
  [A-vs-random] game 35325/40000 (total 35325)
  [A-vs-random] game 35350/40000 (total 35350)
  [A-vs-random] game 35375/40000 (total 35375)
  [A-vs-random] game 35400/40000 (total 35400)
  [A-vs-random] game 35425/40000 (total 35425)
  [A-vs-random] game 35450/40000 (total 35450)
  [A-vs-random] game 35475/40000 (total 35475)
  [A-vs-random] game 35500/40000 (total 35500)
  [A-vs-random] game 35525/40000 (total 35525)
  [A-vs-random] game 35550/40000 (total 35550)
  [A-vs-random] game 35575/40000 (total 35575)
  [A-vs-random] game 35600/40000 (total 35600)
  [A-vs-random] game 35625/40000 (total 35625)
  [A-vs-random] game 35650/40000 (total 35650)
  [A-vs-random] game 35675/40000 (total 35675)
  [A-vs-random] game 35700/40000 (total 35700)
  [A-vs-random] game 35725/40000 (total 35725)
  [A-vs-random] game 35750/40000 (total 35750)
  [A-vs-random] game 35775/40000 (total 35775)
  [A-vs-random] game 35800/40000 (total 35800)
  [A-vs-random] game 35825/40000 (total 35825)
  [A-vs-random] game 35850/40000 (total 35850)
  [A-vs-random] game 35875/40000 (total 35875)
  [A-vs-random] game 35900/40000 (total 35900)
  [A-vs-random] game 35925/40000 (total 35925)
  [A-vs-random] game 35950/40000 (total 35950)
  [A-vs-random] game 35975/40000 (total 35975)
  [A-vs-random] game 36000/40000 (total 36000)
  eval@36000: 100.0% vs random
  [A-vs-random] game 36025/40000 (total 36025)
  [A-vs-random] game 36050/40000 (total 36050)
  [A-vs-random] game 36075/40000 (total 36075)
  [A-vs-random] game 36100/40000 (total 36100)
  [A-vs-random] game 36125/40000 (total 36125)
  [A-vs-random] game 36150/40000 (total 36150)
  [A-vs-random] game 36175/40000 (total 36175)
  [A-vs-random] game 36200/40000 (total 36200)
  [A-vs-random] game 36225/40000 (total 36225)
  [A-vs-random] game 36250/40000 (total 36250)
  [A-vs-random] game 36275/40000 (total 36275)
  [A-vs-random] game 36300/40000 (total 36300)
  [A-vs-random] game 36325/40000 (total 36325)
  [A-vs-random] game 36350/40000 (total 36350)
  [A-vs-random] game 36375/40000 (total 36375)
  [A-vs-random] game 36400/40000 (total 36400)
  [A-vs-random] game 36425/40000 (total 36425)
  [A-vs-random] game 36450/40000 (total 36450)
  [A-vs-random] game 36475/40000 (total 36475)
  [A-vs-random] game 36500/40000 (total 36500)
  [A-vs-random] game 36525/40000 (total 36525)
  [A-vs-random] game 36550/40000 (total 36550)
  [A-vs-random] game 36575/40000 (total 36575)
  [A-vs-random] game 36600/40000 (total 36600)
  [A-vs-random] game 36625/40000 (total 36625)
  [A-vs-random] game 36650/40000 (total 36650)
  [A-vs-random] game 36675/40000 (total 36675)
  [A-vs-random] game 36700/40000 (total 36700)
  [A-vs-random] game 36725/40000 (total 36725)
  [A-vs-random] game 36750/40000 (total 36750)
  [A-vs-random] game 36775/40000 (total 36775)
  [A-vs-random] game 36800/40000 (total 36800)
  [A-vs-random] game 36825/40000 (total 36825)
  [A-vs-random] game 36850/40000 (total 36850)
  [A-vs-random] game 36875/40000 (total 36875)
  [A-vs-random] game 36900/40000 (total 36900)
  [A-vs-random] game 36925/40000 (total 36925)
  [A-vs-random] game 36950/40000 (total 36950)
  [A-vs-random] game 36975/40000 (total 36975)
  [A-vs-random] game 37000/40000 (total 37000)
  [A-vs-random] game 37025/40000 (total 37025)
  [A-vs-random] game 37050/40000 (total 37050)
  [A-vs-random] game 37075/40000 (total 37075)
  [A-vs-random] game 37100/40000 (total 37100)
  [A-vs-random] game 37125/40000 (total 37125)
  [A-vs-random] game 37150/40000 (total 37150)
  [A-vs-random] game 37175/40000 (total 37175)
  [A-vs-random] game 37200/40000 (total 37200)
  [A-vs-random] game 37225/40000 (total 37225)
  [A-vs-random] game 37250/40000 (total 37250)
  [A-vs-random] game 37275/40000 (total 37275)
  [A-vs-random] game 37300/40000 (total 37300)
  [A-vs-random] game 37325/40000 (total 37325)
  [A-vs-random] game 37350/40000 (total 37350)
  [A-vs-random] game 37375/40000 (total 37375)
  [A-vs-random] game 37400/40000 (total 37400)
  [A-vs-random] game 37425/40000 (total 37425)
  [A-vs-random] game 37450/40000 (total 37450)
  [A-vs-random] game 37475/40000 (total 37475)
  [A-vs-random] game 37500/40000 (total 37500)
  [A-vs-random] game 37525/40000 (total 37525)
  [A-vs-random] game 37550/40000 (total 37550)
  [A-vs-random] game 37575/40000 (total 37575)
  [A-vs-random] game 37600/40000 (total 37600)
  [A-vs-random] game 37625/40000 (total 37625)
  [A-vs-random] game 37650/40000 (total 37650)
  [A-vs-random] game 37675/40000 (total 37675)
  [A-vs-random] game 37700/40000 (total 37700)
  [A-vs-random] game 37725/40000 (total 37725)
  [A-vs-random] game 37750/40000 (total 37750)
  [A-vs-random] game 37775/40000 (total 37775)
  [A-vs-random] game 37800/40000 (total 37800)
  [A-vs-random] game 37825/40000 (total 37825)
  [A-vs-random] game 37850/40000 (total 37850)
  [A-vs-random] game 37875/40000 (total 37875)
  [A-vs-random] game 37900/40000 (total 37900)
  [A-vs-random] game 37925/40000 (total 37925)
  [A-vs-random] game 37950/40000 (total 37950)
  [A-vs-random] game 37975/40000 (total 37975)
  [A-vs-random] game 38000/40000 (total 38000)
  eval@38000: 97.5% vs random
  [A-vs-random] game 38025/40000 (total 38025)
  [A-vs-random] game 38050/40000 (total 38050)
  [A-vs-random] game 38075/40000 (total 38075)
  [A-vs-random] game 38100/40000 (total 38100)
  [A-vs-random] game 38125/40000 (total 38125)
  [A-vs-random] game 38150/40000 (total 38150)
  [A-vs-random] game 38175/40000 (total 38175)
  [A-vs-random] game 38200/40000 (total 38200)
  [A-vs-random] game 38225/40000 (total 38225)
  [A-vs-random] game 38250/40000 (total 38250)
  [A-vs-random] game 38275/40000 (total 38275)
  [A-vs-random] game 38300/40000 (total 38300)
  [A-vs-random] game 38325/40000 (total 38325)
  [A-vs-random] game 38350/40000 (total 38350)
  [A-vs-random] game 38375/40000 (total 38375)
  [A-vs-random] game 38400/40000 (total 38400)
  [A-vs-random] game 38425/40000 (total 38425)
  [A-vs-random] game 38450/40000 (total 38450)
  [A-vs-random] game 38475/40000 (total 38475)
  [A-vs-random] game 38500/40000 (total 38500)
  [A-vs-random] game 38525/40000 (total 38525)
  [A-vs-random] game 38550/40000 (total 38550)
  [A-vs-random] game 38575/40000 (total 38575)
  [A-vs-random] game 38600/40000 (total 38600)
  [A-vs-random] game 38625/40000 (total 38625)
  [A-vs-random] game 38650/40000 (total 38650)
  [A-vs-random] game 38675/40000 (total 38675)
  [A-vs-random] game 38700/40000 (total 38700)
